municipio,num,nome,partidocoligacao,votacao,validos,state,segundo_turno
ARAPOEMA,55,PROFESSORA LU,PSD/PSD / PSDB / PV,1304,33.9%,Tocantins,false
ARRAIAS,55,WAGNER GENTIL,PSD/PSD / PDT / PTN / PT / PSDC,2969,49.29%,Tocantins,false
AUGUSTINÓPOLIS,10,JULIO OLIVEIRA,PRB/PRB / PT / PPS / PDT / DEM / PSC / SD,4913,53.27%,Tocantins,false
AURORA DO TOCANTINS,14,CAÇULA,PTB/PTB / PSD / PDT / PR / PSDB / SD,1305,50.58%,Tocantins,false
AXIXÁ DO TOCANTINS,15,DAMIÃO CASTRO,PMDB/PMDB / PT / PPS / PRP / PHS / SD / PSL,3554,51.11%,Tocantins,false
BABAÇULÂNDIA,15,ALENO,PMDB/PMDB / PROS / PV / PHS / PTN / PSC / PSDC,2565,46.51%,Tocantins,false
BANDEIRANTES DO TOCANTINS,11,ZÉ MÁRIO,PP/PP / PSDB / SD / PSB / DEM,830,36.55%,Tocantins,false
BARRA DO OURO,15,LENA,PMDB/PMDB / PTB,1071,35.28%,Tocantins,false
BARROLÂNDIA,15,ADRIANO RIBEIRO,PMDB/PRB / PMDB / PTB / PSL / DEM / PPS / PV,2679,70.7%,Tocantins,false
BERNARDO SAYÃO,15,BENTINHA,PMDB/PMDB / PDT / PSB / PV,1709,60.26%,Tocantins,false
BOM JESUS DO TOCANTINS,10,PAULO HERNANDES,PRB/PRB / PHS / DEM / PMDB / PV / PSD / SD / PSC,1435,58.22%,Tocantins,false
BRASILÂNDIA DO TOCANTINS,20,RICARDO DIAS,PSC/PTB / PMDB / PSC / DEM / PSDB / PSD / SD,843,56.24%,Tocantins,false
BREJINHO DE NAZARÉ,40,MIYUKI,PSB/PPS / PRB / PT / PSDC / PSB / PEN / PROS,1834,55.64%,Tocantins,false
BURITI DO TOCANTINS,43,BORJÃO,PV/PROS / PT / PMDB / PV / DEM / PRB / PPS / PR / SD / PSDB,2945,59.26%,Tocantins,false
CACHOEIRINHA,43,PAULO MACEDO,PV/PV / PP / PTB / PEN / PSL / PMDB / PMB / PT / PROS,994,55.38%,Tocantins,false
CAMPOS LINDOS,55,DRA EURILEIA,PSD/PP / PT / PRTB / PROS / PSD,2116,1%,Tocantins,false
CARIRI DO TOCANTINS,43,JUNIOR MARAJO,PV/PV / PSDB / PMDB,1486,52.94%,Tocantins,false
CARMOLÂNDIA,33,NEURIVAN,PMN/PHS / PMDB / PMN / PSB / SD,1014,53.17%,Tocantins,false
CARRASCO BONITO,11,CARLOS ALBERTO,PP/PP / PSC / PR / PSD / DEM / PHS / PPS / PRB / PV,1454,54.97%,Tocantins,false
CASEARA,55,ILDISLENE SANTANA,PSD/PDT / PTN / PTB / PPS / PSD / DEM / PSDB / PV / PSL / PROS / PP / PR / PSB,1654,53.39%,Tocantins,false
CENTENÁRIO,45,WESLEY CAMILO,PSDB/PSDB / PR / DEM / PP / PMN / PSB / PROS / PTB,986,56.05%,Tocantins,false
CHAPADA DA NATIVIDADE,22,JOAQUIM URCINO,PR/PDT / PSDC / PR / PTB / PSDB,1179,51.42%,Tocantins,false
CHAPADA DE AREIA,23,"DONA MARIA ""MÃE DO JAJÁ""",PPS/PT / DEM / PTN / PROS / PPS,973,57.03%,Tocantins,false
COLINAS DO TOCANTINS,10,ADRIANO RABELO,PRB/PRB / PROS / PTN / PPL / PPS / PHS / PRP / PTC / PSDC / SD / PSL,11407,61.51%,Tocantins,false
COLMÉIA,90,ELZIVAN,PROS/PROS / PMDB / PV / PSDB / PSB / PP,2601,53.11%,Tocantins,false
COMBINADO,43,DOFIM,PV/PV / PMDB / PP / PSC,1638,52.77%,Tocantins,false
CONCEIÇÃO DO TOCANTINS,55,PAULO ROCHA,PSD/PTB / PR / PSD / PSB / PMN / PV / PPS,1745,59.6%,Tocantins,false
COUTO DE MAGALHÃES,13,EZEQUIEL,PT/PDT / PT / PMDB / PSC / PPS / PSD,1811,57.15%,Tocantins,false
CRISTALÂNDIA,40,BATATINHA,PSB/PSB / PTC / SD / PMDB / PHS / PRB / PR / PDT / PPS / PSDB / PTB,2431,53.37%,Tocantins,false
CRIXÁS DO TOCANTINS,23,IVANIO MACHADO (CRENTÃO),PPS/PDT / PR / PPS / SD / PROS,830,63.02%,Tocantins,false
DARCINÓPOLIS,14,JACKSON,PTB/PTB / PSC / PRB / PHS / PPS / PSB / SD / DEM / PTN / PSL / PMN / PSDB,2324,72.38%,Tocantins,false
DIANÓPOLIS,40,PADRE GLEIBSON,PSB/PRB / PTN / PSB / PROS / DEM,6583,64.83%,Tocantins,false
DIVINÓPOLIS DO TOCANTINS,55,PADRE FLORISVANE,PSD/DEM / PC do B / PHS / PMDB / PRP / PSD / PSDC / PT / PV,2563,55.94%,Tocantins,false
DOIS IRMÃOS DO TOCANTINS,43,WANILSON,PV/PV / PT / PSL / PDT / PSDB / PP / SD / PRB,2180,53.76%,Tocantins,false
DUERÉ,55,VALDENI CARVALHO,PSD/PSD / PT / PV,1518,51.65%,Tocantins,false
ESPERANTINA,11,DR. ARMANDO,PP/PV / PP / SD,1744,37.6%,Tocantins,false
FÁTIMA,55,WASHINGTON VASCONCELOS,PSD/PSD / PP / PTB / PPS / PR,1028,39.97%,Tocantins,false
FIGUEIRÓPOLIS,15,FERNANDES,PMDB/PMDB / PDT / PPS / PHS / PP / PSD / PT / SD / PSL / PR / PRB / PRP / PEN / PROS / PTC,2552,71.97%,Tocantins,false
FILADÉLFIA,15,MIZÔ ALENCAR,PMDB/PDT / PMDB / DEM / PSC / PHS / PSDB,2600,51.55%,Tocantins,false
FORMOSO DO ARAGUAIA,28,WAGNER DA GRAFICA,PRTB/PRTB / PSDC / PHS / PDT / PEN / DEM / SD,3232,28.76%,Tocantins,false
FORTALEZA DO TABOCÃO,77,VAGUIM DO VALDOMIRO,SD/PHS / PRTB / PC do B / SD,1440,59.63%,Tocantins,false
GOIANORTE,55,LUCIANO,PSD/PSB / PSC / PSD / PSDB / PDT / DEM / PR / PRB,2500,72.32%,Tocantins,false
GOIATINS,22,ANTONIO LUIZ,PR/PR / PSB / SD,3126,79.72%,Tocantins,false
GUARAÍ,45,PROFª. LIRES FERNEDA,PSDB/PSDB / PDT / PR / PROS / PTN / PHS / PMDB,5878,45.01%,Tocantins,false
GURUPI,40,LAUREZ MOREIRA,PSB/PSB / DEM / PDT / PMB / PMN / PP / PPS / PROS / PRP / PSC / PSD / PSDC / PT / PTB / PV / SD / PMDB / PRB,20640,51.42%,Tocantins,false
IPUEIRAS,45,CAIO AUGUSTO,PSDB/PTB / PSB / PDT / PMN / PP / DEM / PR / PSL / PSD / PSDB,751,53.68%,Tocantins,false
ITACAJÁ,55,APARECIDA,PSD/PSC / PSB / PR / PSD,2335,1%,Tocantins,false
ITAGUATINS,22,IVONEIDE BARRETO,PR/PR / DEM / PRB / PRP / SD / PSDB / PSL / PP,1815,47.91%,Tocantins,false
ITAPIRATINS,55,MARCIO PINHEIRO,PSD/PSD / PSDB / PR / PT / DEM / PV,2372,1%,Tocantins,false
ITAPORÃ DO TOCANTINS,77,ZÉ REZENDE,SD/SD / PSD / DEM / PR / PSC / PT / PSB,1245,65.01%,Tocantins,false
JAÚ DO TOCANTINS,55,ONASSYS,PSD/PSD / PSDB / PT / PMDB / PV / PSB / PSC / PSDC / DEM,1574,66.02%,Tocantins,false
JUARINA,15,IVO DINIZ,PMDB/PMDB / PMB / PTN / PTB / PSL / PSDC / PT / PP,1015,56.93%,Tocantins,false
LAGOA DA CONFUSÃO,10,NELSINHO,PRB/PRB / PT / PTN / PMN / PR / PSB,4326,63.57%,Tocantins,false
LAGOA DO TOCANTINS,40,NONATO NESTOR,PSB/PSB / PMDB,1095,46.36%,Tocantins,false
LAJEADO,55,DR. TERCIO,PSD/PSD / PSC / PTN / PROS / DEM / SD / PRB / PDT / PC do B / PSDC / PPS / PR,1382,45.87%,Tocantins,false
LAVANDEIRA,15,CESAR,PMDB/PMDB / PSC / PV,860,58.9%,Tocantins,false
LIZARDA,55,SUSSU,PSD/PSD / PV / PT / PSC / PMDB / PTB,1418,53.45%,Tocantins,false
LUZINÓPOLIS,22,GUSTAVO NOVATO,PR/PPS / PR / SD / PV / PSC / PMDB / PP / PDT,1292,66.12%,Tocantins,false
MARIANÓPOLIS DO TOCANTINS,14,ZÉ DO RUI,PTB/PTB / PSC / DEM / PR / PDT / PROS / PSDB / PV,1369,53.75%,Tocantins,false
MATEIROS,19,PASTOR JOÃO,PTN/PTB / PTN / PRTB / PHS / PV / PROS / PSB / PPL,650,41.96%,Tocantins,false
MAURILÂNDIA DO TOCANTINS,22,LEONEIDE,PR/PR / PHS / PSDB / PRB / PSDC / PV / PRP / PPL / PSD,1305,53.42%,Tocantins,false
MIRACEMA DO TOCANTINS,15,MOISÉS DA SERCON,PMDB/PMDB / PRTB / PTB / SD / PHS / PRB / PV / PT / PSC / PSDB / PSB / PP / PRP / PSL / DEM,9918,84.62%,Tocantins,false
MIRANORTE,15,CARLINHO DA NACIONAL,PMDB/PMDB / PSB / PRB / SD / DEM / PSC / PSD / PV / PT,4270,52.19%,Tocantins,false
MONTE DO CARMO,55,DATE,PSD/PSD / PSDB / PC do B / PRTB / PPL / PROS / PSL / PRB / PHS,1955,49.96%,Tocantins,false
MONTE SANTO DO TOCANTINS,10,CLÉO,PRB/PRB / PSC / DEM / PR / PHS / PSDB / PT / PSL / PV / PSB / PDT / PTB,1308,63.5%,Tocantins,false
MURICILÂNDIA,11,ALESSANDRO BORGES,PP/PP / PMDB / PTN / PRB / PTB,809,40.53%,Tocantins,false
NATIVIDADE,19,PROFESSORA MARTINHA,PTN/PTN / PRP / PC do B / PSD,2165,59.97%,Tocantins,false
NAZARÉ,43,ELVIRA,PV/PV / PRB / PR / PP / PSD / PSDB,1787,51.47%,Tocantins,false
NOVA OLINDA,14,ZÉ PEDRO,PTB/PTB / PP / PR / PSC / PSDB / SD / PSB / PHS / PROS / PDT,3331,50.95%,Tocantins,false
NOVA ROSALÂNDIA,40,DRº. LADIR,PSB/PSB / PRB / PSD / PPS / PR / PTB / PHS / DEM,1412,59.23%,Tocantins,false
NOVO ACORDO,15,DOTOZIM,PMDB/PMDB / PRB / PPS / PV / PSL / PSDC / DEM / PMB / PROS,1468,43.24%,Tocantins,false
NOVO ALEGRE,15,FERNANDO,PMDB/PTB / PMDB / PSL / PR / PSDB / SD,963,57.8%,Tocantins,false
NOVO JARDIM,15,ARLINDO,PMDB/PMDB / PT / PHS / PROS / PSC / SD,903,50.53%,Tocantins,false
OLIVEIRA DE FÁTIMA,22,GESIEL,PR/PTB / PMDB / PR / SD / PRP,942,61.53%,Tocantins,false
PALMAS,40,AMASTHA,PSB/PSB / PTB / PMN / PSL / PTC / PC do B / PRP / PSDB,68634,52.38%,Tocantins,false
PALMEIRANTE,55,CHARLES RODRIGUES,PSD/PSD / PTC / PHS / PSC / PMN / PMDB / PT / SD / PV,1795,60.95%,Tocantins,false
PALMEIRAS DO TOCANTINS,11,NALVA BRAGA,PP/PP / PDT / PPS / PSDB / PEN / PSD / PSC / DEM / PR / PHS / PSB / PTN / PSL,1873,52.45%,Tocantins,false
PALMEIRÓPOLIS,55,FÁBIO VAZ,PSD/PSD / PT / PRB / PTN / PR / PSB / PSC / PSDB / PV,2697,58.55%,Tocantins,false
PARAÍSO DO TOCANTINS,15,MOISÉS AVELINO,PMDB/PMDB / PTB / PHS / PSL / PRP / PR / PP,11937,49.01%,Tocantins,false
PARANÃ,15,FABRICIO VIANA,PMDB/PMDB / PTN / PTC / PRP / PDT / PRTB,3050,47.29%,Tocantins,false
PAU D'ARCO,11,JOÃO DA SERRARIA,PP/PRB / PP / PDT / PSD / PV / PROS / PT / PPS,1359,43.88%,Tocantins,false
PEDRO AFONSO,12,JAIRO MARIANO,PDT/PDT / PSC / PRB / PT / PTB / PSL / PTN / PR / DEM / PRTB / PHS / PSB / PV / PC do B,3105,41.62%,Tocantins,false
PEIXE,22,DR. ZÉ AUGUSTO,PR/PR / PDT / PSC / PTC / PT do B / SD / PMDB,1714,39.4%,Tocantins,false
PEQUIZEIRO,15,DR. PAULINHO,PMDB/PMDB / DEM / PT / PSD / PSC / PRTB / SD,1925,56.47%,Tocantins,false
PINDORAMA DO TOCANTINS,45,SILVOGAS,PSDB/PSC / PSDB / DEM / PTC / SD / PHS / PP / PSDC / PTN / PPS,1538,50.39%,Tocantins,false
PIRAQUÊ,15,EDUARDO SOBRINHO,PMDB/PDT / PTB / PMDB / PPS / SD,956,44.86%,Tocantins,false
PIUM,45,VALDEMIR BARROS,PSDB/PSDB / PR / PPS,1842,38.41%,Tocantins,false
PONTE ALTA DO BOM JESUS,43,YAPORAN,PV/PMDB / PV / PP / SD,1442,50.69%,Tocantins,false
PONTE ALTA DO TOCANTINS,22,KLEBER DO SACOLÃO,PR/PR / PPS / PSD / PDT / PRB,1209,28.6%,Tocantins,false
PORTO ALEGRE DO TOCANTINS,22,RENNAN CERQUEIRA,PR/PR / PTB / PSD / PSC / PP / PDT / PMDB,946,50.11%,Tocantins,false
PORTO NACIONAL,43,JOAQUIM MAIA,PV/PRB / PT / PMDB / PSL / DEM / PSDC / PMB / PSB / PV / PSOL / PROS / PEN,16988,54.3%,Tocantins,false
PRAIA NORTE,15,HO-CHE-MIN,PMDB/PMDB / PHS / PEN / PTN / PV / PROS / PSD,3126,67.23%,Tocantins,false
PRESIDENTE KENNEDY,55,AILTON FRANCISCO,PSD/PT / PROS / PTN / PR / PSD,945,39.13%,Tocantins,false
PUGMIL,23,MARIA DE JESUS,PPS/PPS / PTB / PSDB / PSB / PR,929,54.33%,Tocantins,false
RECURSOLÂNDIA,43,NADI,PV/PT / PTB / PMDB / PTN / DEM / PV / PSD / SD,1480,64.77%,Tocantins,false
RIACHINHO,22,DIVA,PR/PDT / PT / PMDB / PR / PV,1587,50.74%,Tocantins,false
RIO DA CONCEIÇÃO,22,MAURO JUNIOR,PR/PSD / PSDB / PPS / PMDB / PR,873,52.28%,Tocantins,false
RIO DOS BOIS,43,MOACIR OLIVEIRA,PV/DEM / PMB / PR / PV / PTC / PSDB / PSC,972,50.05%,Tocantins,false
RIO SONO,25,DR. JOÃO,DEM/PSC / PR / PSDB / DEM / PSB / PV,1711,49.68%,Tocantins,false
SAMPAIO,22,ARMINDO CAYRES,PR/PR / PT / PDT / PTB / SD / PRB / PSB / PSDC / PMN,1309,48.37%,Tocantins,false
SANDOLÂNDIA,22,SILVINHA,PR/PR / PP / PSC / PT / PHS / SD,1513,53.86%,Tocantins,false
SANTA FÉ DO ARAGUAIA,11,OIDIO,PP/PP / PROS / PMN / PMDB / PV / PRTB,2977,76.55%,Tocantins,false
SANTA MARIA DO TOCANTINS,77,BARRACHINI,SD/SD / PSC / PPS / PR / PSL / PSB,1312,63.94%,Tocantins,false
SANTA RITA DO TOCANTINS,55,ARTHUR MAIA,PSD/PROS / PMDB / PSD / PV / PTB / PSC / PP,885,54.6%,Tocantins,false
SANTA ROSA DO TOCANTINS,22,AILTON ARAUJO,PR/PR / PTN / PPS / PSDB / SD / DEM,1609,50.52%,Tocantins,false
SANTA TEREZA DO TOCANTINS,43,RAIMUNDO GORDO,PV/PV / PPS / PMDB,1091,50.23%,Tocantins,false
SANTA TEREZINHA DO TOCANTINS,15,PROFESSORA ITELMA,PMDB/PRB / PP / PDT / PMDB / PR / PSB,1045,54.65%,Tocantins,false
SÃO BENTO DO TOCANTINS,40,RONALDO PARENTE,PSB/PSB / PMDB / PTB / PR / PRB / REDE / PSDB,1953,52.49%,Tocantins,false
SÃO FÉLIX DO TOCANTINS,55,MARLEN,PSD/PSD / PSDB / PR / PMDB,1003,82.01%,Tocantins,false
SÃO MIGUEL DO TOCANTINS,22,ELISANGELA,PR/PR / PTB / PSDB / PRB / PP / PT / PSL / PSDC / PHS,2758,44.66%,Tocantins,false
SÃO SALVADOR DO TOCANTINS,15,ANDRÉ BORBA,PMDB/PMDB / PPS / PV,1074,55.25%,Tocantins,false
SÃO SEBASTIÃO DO TOCANTINS,13,PROFESSOR ADRIANO,PT/PT / PSC / PV / PHS / DEM / PRTB / PPS,1374,52.68%,Tocantins,false
SÃO VALÉRIO DA NATIVIDADE,55,OLIMPIO ARRAES,PSD/PV / PSL / PPS / PSD / PSDC / SD,1164,38.25%,Tocantins,false
SILVANÓPOLIS,55,GERNIVON,PSD/PSD / DEM / PSL / PMN / PRB / PDT / PROS / PTN / PRTB / PSDB,1952,55.39%,Tocantins,false
SÍTIO NOVO DO TOCANTINS,77,ALEXANDRE FARIAS,SD/SD / PSL / PRP / PSDB / PROS / PC do B / PSDC / PTB / PP / PHS,3425,55.21%,Tocantins,false
SUCUPIRA,14,EDINHO,PTB/PTB / SD / PSC,816,51.16%,Tocantins,false
TAGUATINGA,55,PAULO ROBERTO,PSD/PSD / PSC / PDT / PMN,3001,36.37%,Tocantins,false
TAIPAS DO TOCANTINS,15,SILVIO ROMÉRIO,PMDB/PP / PMDB / PSL / PR / DEM / PSB / PV,901,59.08%,Tocantins,false
TALISMÃ,40,DIOGO BORGES,PSB/PSB / PTB / PPS / PT / PSL / PSC,1118,52.86%,Tocantins,false
TOCANTÍNIA,77,SILVINO,SD/SD / PR / PSDB / PRB / PTN / PP / PSL / PMDB,2937,69.88%,Tocantins,false
TOCANTINÓPOLIS,55,PAULINHO DO BONIFÁCIO,PSD/PSD / PSDB / PROS / PSL / PSC / PHS / PR,5107,43.92%,Tocantins,false
TUPIRAMA,11,DR. NATAN,PP/PP / PDT / PSC / DEM / PSDB / PSD / PROS,670,41.38%,Tocantins,false
TUPIRATINS,55,WELTMAN VELOSO,PSD/PSD / PTN / PR / DEM / PSDB,1043,63.75%,Tocantins,false
WANDERLÂNDIA,15,EDUARDO MADRUGA,PMDB/PRB / PP / PT / PMDB / PSL / PTN / PSC / PR / PMN / PV / PRP / PSD / SD / PROS,4241,76.03%,Tocantins,false
XAMBIOÁ,15,PATRICIA EVELIN,PMDB/PMDB / PRTB / PPS / PSC / PT,3084,52.37%,Tocantins,false
ABDON BATISTA,15,LUCIMAR,PMDB/PMDB / PP / PSDB,1169,53.06%,Santa catarina,false
ABELARDO LUZ,15,NERCI SANTIN,PMDB/PMDB / PSDB / PTB / PSC / PPS,6617,61.89%,Santa catarina,false
AGROLÂNDIA,15,URBANO JOSE DALCANALE,PMDB/PR / PMDB / DEM / PSB,4676,76.51%,Santa catarina,false
AGRONÔMICA,45,CESAR CUNHA,PSDB/PP / PSDB / PSD,1965,53.57%,Santa catarina,false
ÁGUA DOCE,11,BISSANI,PP/PP / PSDB / PSD,1982,41.63%,Santa catarina,false
ÁGUAS DE CHAPECÓ,45,CANICO,PSDB/PP / PDT / PR / PSDB / PSD,2323,56.03%,Santa catarina,false
ÁGUAS FRIAS,55,RICARDO,PSD/PP / PT / PSD / PSDB,1127,51.02%,Santa catarina,false
ÁGUAS MORNAS,15,OMERO PRIM,PMDB/PMDB / PSDB,2768,56.35%,Santa catarina,false
ALFREDO WAGNER,15,NAUDIR ANTONIO SCHMITZ,PMDB/PMDB / PSB / PP / PT / PR,3983,57.53%,Santa catarina,false
ALTO BELA VISTA,55,CATIA TESSMANN REICHERT,PSD/PT / PSDB / PSD,936,50.7%,Santa catarina,false
ANCHIETA,13,IVAN CANCI,PT/PT / PP / PR,2493,57.27%,Santa catarina,false
ANGELINA,15,ZEBRA,PMDB/PMDB / PSDB,2300,51.74%,Santa catarina,false
ANITA GARIBALDI,22,JOÃO CIDINEI,PR/PR / PMDB / PT / PSDB,4021,68.23%,Santa catarina,false
ANITÁPOLIS,45,LAUDIR,PSDB/PSDB / PSD / PP / PSB,1568,59.51%,Santa catarina,false
ANTÔNIO CARLOS,15,GERALDO,PMDB/PMDB / PRTB / PRB,4100,59.12%,Santa catarina,false
APIÚNA,22,GERSON,PR/PT / PSDB / PSD / PSB / PR,3684,51.16%,Santa catarina,false
ARABUTÃ,55,LEANI,PSD/PP / PR / DEM / PT / PSD,1973,56.81%,Santa catarina,false
ARAQUARI,45,CLENILTON,PSDB/PDT / PRB / PSL / REDE / PR / DEM / PSB / PSDB,8600,53.98%,Santa catarina,false
ARARANGUÁ,11,MARIANO MAZZUCO,PP/PP / PSD / PR / PV / SD / PRB / PSB / PSDB / PC do B / PEN / PSC,20719,55.16%,Santa catarina,false
ARMAZÉM,11,ZÉ ARENT,PP/PP / PR / PSD / PPS / PSB,3150,54.48%,Santa catarina,false
ARROIO TRINTA,11,CLAUDIO SPRICIGO,PP/PP / PT / PMDB / PPS,1459,51.14%,Santa catarina,false
ARVOREDO,15,JANETE,PMDB/PP / PMDB / PR / PSD,1156,53.69%,Santa catarina,false
ASCURRA,15,LAIRTON POSSAMAI,PMDB/PMDB / PSDB,2143,41.32%,Santa catarina,false
ATALANTA,15,SASSÁ,PMDB/PMDB,1368,52.31%,Santa catarina,false
AURORA,15,FUMO,PMDB/PMDB,2350,54.39%,Santa catarina,false
BALNEÁRIO ARROIO DO SILVA,55,MINEIRO DA FARMÁCIA,PSD/PRB / PTB / PR / PPS / PSDB / PRP / PSD,4615,57.17%,Santa catarina,false
BALNEÁRIO BARRA DO SUL,15,ADEMAR HENRIQUE BORGES,PMDB/PMDB / PSDB / PRB / PSC / PSD,3752,47.51%,Santa catarina,false
BALNEÁRIO CAMBORIÚ,40,FABRICIO OLIVEIRA,PSB/PSB / PR / REDE / PTB / PT do B / PMB / PDT / PEN / PHS / PTC / SD / PROS,32552,49.4%,Santa catarina,false
BALNEÁRIO GAIVOTA,11,RONALDO,PP/PP / PSD / PDT / PT / PPS / DEM / PTB / PR / PRB / PSB / PSC,3497,53.2%,Santa catarina,false
BALNEÁRIO PIÇARRAS,45,LEONEL,PSDB/PRB / PSC / PRP / PSDB / PSD,6363,51.47%,Santa catarina,false
BALNEÁRIO RINCÃO,15,JAIRO,PMDB/PMDB / PSD / PSB / PR / PRP / PRB / PEN / PSDB / PTC / PSC,5271,58.11%,Santa catarina,false
BANDEIRANTE,13,BIEGELMEIER,PT/PT / PR / PSD,1367,54.25%,Santa catarina,false
BARRA BONITA,55,MOACIR,PSD/PP / PT / PSDB / PSD,981,60.07%,Santa catarina,false
BARRA VELHA,25,VALTER ZIMMERMANN,DEM/DEM / PSD,6351,39.65%,Santa catarina,false
BELA VISTA DO TOLDO,45,ADELMO ALBERTI,PSDB/PSDB / PSD / PT / PSC / PR / PSB,2422,54.67%,Santa catarina,false
BELMONTE,55,GENÉSIO BRASSIANI,PSD/PP / PSD / PC do B,1199,53.03%,Santa catarina,false
BENEDITO NOVO,11,JEAN MICHEL GRUNDMANN,PP/PP / PT / PSD / PPS,3707,53.3%,Santa catarina,false
BIGUAÇU,55,RAMON,PSD/PP / DEM / PSC / PSD / PSB / PR / PV,17618,47.24%,Santa catarina,false
BLUMENAU,45,NAPOLEÃO BERNARDES,PSDB/PSDB / PSB / PRP / PT do B / PMDB / PV / PP / DEM / PTC / SD / PMB / PTB,81050,44.81%,Santa catarina,true
BLUMENAU,55,JEAN KUHLMANN,PSD/PSD / PRB / PSL / PR / PSC / PROS / PPS,63411,35.06%,Santa catarina,true
BOCAINA DO SUL,15,LUIZ,PMDB/PP / PRB / PMDB / PPS / DEM / PSD,1510,52.16%,Santa catarina,false
BOMBINHAS,12,PAULINHA,PDT/PDT / PTB / PMDB / PSD / PSB / PPS / PP / PRB / PRP / DEM / PR / PSL / PSDC / PEN / PSC,7802,72.92%,Santa catarina,false
BOM JARDIM DA SERRA,55,CRISTIANO CARDOSO DA SILVA,PSD/PP / PT / PMDB / PSD,1518,1%,Santa catarina,false
BOM JESUS,11,RAFAEL CALZA,PP/PP / PSD / PR / PSB / PC do B,1189,52.77%,Santa catarina,false
BOM JESUS DO OESTE,55,RONALDO SENGER,PSD/PSD / PSDB / PP / PR,944,54.07%,Santa catarina,false
BOM RETIRO,11,"VILMAR NECKEL ""ALEMÃO""",PP/PP / PT / PSD / PR,3060,55.28%,Santa catarina,false
BOTUVERÁ,15,NENE COLOMBI,PMDB/PRB / PMDB / DEM,2175,57.22%,Santa catarina,false
BRAÇO DO NORTE,55,BETO,PSD/PRB / PP / PSC / PR / PT / PSD / PSDB / DEM,12687,64.33%,Santa catarina,false
BRAÇO DO TROMBUDO,15,COLORIDO,PMDB/PMDB / PR,1926,64.63%,Santa catarina,false
BRUNÓPOLIS,55,ADEMIL,PSD/PDT / PR / DEM / PSD,1440,51.89%,Santa catarina,false
BRUSQUE,40,DR JONAS,PSB/PSB / PMDB / PPS,25171,40.47%,Santa catarina,false
CAÇADOR,45,SAULO SPEROTTO,PSDB/PSDB / DEM / PSD / PPS / PTC / SD / PRB,24504,63.4%,Santa catarina,false
CAIBI,15,ELOI JOSE LIBANO,PMDB/PMDB / PT,2744,1%,Santa catarina,false
CALMON,11,PROFº PEDRO,PP/PP / PMDB / PSD / PTC / PSDB / PT,1679,55.39%,Santa catarina,false
CAMBORIÚ,15,DR ELCIO,PMDB/PMDB / PP / PSC / PC do B / PSDC / PT / PTC / REDE,16107,48.62%,Santa catarina,false
CAMPO ALEGRE,55,RUBENS,PSD/PP / DEM / PR / PSD / PSB,4366,55.33%,Santa catarina,false
CAMPO BELO DO SUL,15,PADRE EDILSON,PMDB/PMDB / PR / PPS / DEM / PSD,2698,52.22%,Santa catarina,false
CAMPO ERÊ,55,ODILSON LIMA,PSD/PDT / PR / DEM / PSDB / PSD / PC do B / SD,2973,48.85%,Santa catarina,false
CAMPOS NOVOS,55,ZANCANARO,PSD/PP / PDT / PT / PTN / PRB / PR / PSD / PC do B,11826,57.7%,Santa catarina,false
CANELINHA,15,MOACIR,PMDB/PMDB / PRB / PT / PSB,4040,51.37%,Santa catarina,false
CANOINHAS,55,BETO PASSOS,PSD/PR / PTB / PRB / PP / SD / PPS / PSDC / PSD,16384,50.62%,Santa catarina,false
CAPÃO ALTO,11,TITO FREITAS,PP/PMDB / PP,1517,54.9%,Santa catarina,false
CAPINZAL,15,DORINI,PMDB/PMDB / PR / SD / PRB,7640,57.67%,Santa catarina,false
CAPIVARI DE BAIXO,40,NIVALDO SOUSA,PSB/PSB / PR / PPS / PDT,7143,50.36%,Santa catarina,false
CATANDUVAS,15,DORIVAL,PMDB/PMDB / PR / PPS,3464,55.05%,Santa catarina,false
CAXAMBU DO SUL,13,GLAUBER BURTET,PT/PT / PDT / PSD / PSDB,2255,54.32%,Santa catarina,false
CELSO RAMOS,45,ONDINO,PSDB/PSDB / DEM / PT / PR / PPS,1180,50.45%,Santa catarina,false
CERRO NEGRO,11,ADEMILSON CONRADO,PP/PP / PT / PSDB / PPS,1596,56.08%,Santa catarina,false
CHAPADÃO DO LAGEADO,15,MARLI,PMDB/PMDB / PSDB / PSD,1160,50.59%,Santa catarina,false
CHAPECÓ,40,LUCIANO BULIGON,PSB/PSB / PR / PSD / PSDB / DEM / PTB / PSL / PRB / PMN / PP / PROS / PEN / SD,66107,61.74%,Santa catarina,false
COCAL DO SUL,11,ADEMIR,PP/PP / PSD / PDT / PT / PSB,7038,63.56%,Santa catarina,false
CONCÓRDIA,45,ROGÉRIO PACHECO,PSDB/PSDB / PR / PP / PSB / PSDC,20363,45.71%,Santa catarina,false
CORDILHEIRA ALTA,15,PICASSO,PMDB/PMDB / PSD / PSDB / PT / PP / PSB,2253,1%,Santa catarina,false
CORONEL FREITAS,15,IZEU,PMDB/PMDB / PDT / PR / PSC / PC do B / DEM / PTB / PT,3750,53.08%,Santa catarina,false
CORONEL MARTINS,13,ADE,PT/PT,980,49.45%,Santa catarina,false
CORREIA PINTO,11,CELSO ROGERIO,PP/PP / PSD / PSB / DEM,5644,56.16%,Santa catarina,false
CORUPÁ,11,JOÃO GOTTARDI,PP/PP,4904,52.06%,Santa catarina,false
